% x(i), z(i), f(m), real(u(i)), imag(u(i)), abs(u(i))
 -0.500000E+001 -0.500000E+001  0.530000E+001  0.539239E-003 -0.354640E-003  0.645405E-003
 -0.500000E+001 -0.500000E+001  0.532000E+001  0.877450E-003  0.207764E-003  0.901711E-003
 -0.500000E+001 -0.500000E+001  0.534000E+001  0.839534E-003  0.885218E-003  0.122001E-002
 -0.500000E+001 -0.500000E+001  0.536000E+001  0.435283E-003  0.147911E-002  0.154183E-002
 -0.500000E+001 -0.500000E+001  0.538000E+001 -0.169947E-004  0.138633E-002  0.138643E-002
 -0.500000E+001 -0.500000E+001  0.540000E+001 -0.697773E-003  0.142976E-002  0.159094E-002
 -0.500000E+001 -0.500000E+001  0.542000E+001 -0.449412E-004 -0.596132E-002  0.596149E-002
 -0.500000E+001 -0.500000E+001  0.544000E+001 -0.288009E-003  0.441604E-002  0.442542E-002
 -0.500000E+001 -0.500000E+001  0.546000E+001 -0.507235E-002  0.584587E-003  0.510592E-002
 -0.500000E+001 -0.500000E+001  0.548000E+001 -0.282092E-002 -0.316743E-002  0.424149E-002
 -0.500000E+001 -0.500000E+001  0.550000E+001  0.142536E-003 -0.272610E-002  0.272982E-002
 -0.500000E+001 -0.500000E+001  0.552000E+001  0.707081E-003 -0.858227E-003  0.111199E-002
 -0.500000E+001 -0.500000E+001  0.554000E+001 -0.357378E-003 -0.615180E-004  0.362634E-003
 -0.500000E+001 -0.500000E+001  0.556000E+001 -0.130849E-002 -0.734703E-003  0.150064E-002
 -0.500000E+001 -0.500000E+001  0.558000E+001 -0.118785E-002 -0.198370E-002  0.231216E-002
 -0.500000E+001 -0.500000E+001  0.560000E+001 -0.874670E-004 -0.279623E-002  0.279760E-002
 -0.500000E+001 -0.500000E+001  0.562000E+001  0.132457E-002 -0.268398E-002  0.299303E-002
 -0.500000E+001 -0.500000E+001  0.564000E+001  0.236637E-002 -0.175987E-002  0.294904E-002
 -0.500000E+001 -0.500000E+001  0.566000E+001  0.267539E-002 -0.487906E-003  0.271951E-002
 -0.500000E+001 -0.500000E+001  0.568000E+001  0.227194E-002  0.625447E-003  0.235646E-002
 -0.500000E+001 -0.500000E+001  0.570000E+001  0.144242E-002  0.124749E-002  0.190704E-002
 -0.500000E+001 -0.500000E+001  0.572000E+001  0.559815E-003  0.129670E-002  0.141238E-002
 -0.500000E+001 -0.500000E+001  0.574000E+001 -0.700430E-004  0.905773E-003  0.908477E-003
 -0.500000E+001 -0.500000E+001  0.576000E+001 -0.324405E-003  0.721891E-004  0.332340E-003
 -0.500000E+001 -0.500000E+001  0.578000E+001 -0.118549E-003 -0.443687E-003  0.459252E-003
 -0.500000E+001 -0.500000E+001  0.580000E+001  0.348649E-003 -0.701638E-003  0.783487E-003
 -0.500000E+001 -0.500000E+001  0.582000E+001  0.884921E-003 -0.625483E-003  0.108366E-002
 -0.500000E+001 -0.500000E+001  0.584000E+001  0.130572E-002 -0.248367E-003  0.132913E-002
 -0.500000E+001 -0.500000E+001  0.586000E+001  0.148199E-002  0.316912E-003  0.151550E-002
 -0.500000E+001 -0.500000E+001  0.588000E+001 -0.351093E-002  0.160294E-003  0.351459E-002
 -0.500000E+001 -0.500000E+001  0.590000E+001  0.330412E-002 -0.106406E-002  0.347123E-002
 -0.500000E+001 -0.500000E+001  0.592000E+001  0.226884E-002  0.373449E-002  0.436967E-002
 -0.500000E+001 -0.500000E+001  0.594000E+001 -0.197123E-002  0.352727E-002  0.404072E-002
 -0.500000E+001 -0.500000E+001  0.596000E+001 -0.284934E-002  0.922138E-003  0.299485E-002
 -0.500000E+001 -0.500000E+001  0.598000E+001 -0.163107E-002 -0.806630E-003  0.181962E-002
 -0.500000E+001 -0.500000E+001  0.600000E+001 -0.400447E-003 -0.109556E-002  0.116645E-002
