% x(i), z(i), f(m), real(u(i)), imag(u(i)), abs(u(i))
 -0.500000E+001 -0.500000E+001  0.532000E+001  0.118241E-002  0.232123E-003  0.120497E-002
 -0.500000E+001 -0.500000E+001  0.534000E+001  0.114403E-002  0.953189E-003  0.148908E-002
 -0.500000E+001 -0.500000E+001  0.536000E+001  0.737405E-003  0.157941E-002  0.174307E-002
 -0.500000E+001 -0.500000E+001  0.538000E+001  0.741035E-004  0.195322E-002  0.195463E-002
 -0.500000E+001 -0.500000E+001  0.540000E+001 -0.526996E-003  0.199480E-002  0.206324E-002
 -0.500000E+001 -0.500000E+001  0.542000E+001 -0.160167E-003 -0.541582E-002  0.541818E-002
 -0.500000E+001 -0.500000E+001  0.544000E+001 -0.493765E-003  0.492542E-002  0.495010E-002
 -0.500000E+001 -0.500000E+001  0.546000E+001 -0.535791E-002  0.104363E-002  0.545861E-002
 -0.500000E+001 -0.500000E+001  0.548000E+001 -0.317505E-002 -0.277110E-002  0.421425E-002
 -0.500000E+001 -0.500000E+001  0.550000E+001 -0.266698E-003 -0.240210E-002  0.241686E-002
 -0.500000E+001 -0.500000E+001  0.552000E+001  0.257361E-003 -0.613383E-003  0.665186E-003
 -0.500000E+001 -0.500000E+001  0.554000E+001 -0.832373E-003  0.100243E-003  0.838387E-003
 -0.500000E+001 -0.500000E+001  0.556000E+001 -0.179349E-002 -0.657097E-003  0.191008E-002
 -0.500000E+001 -0.500000E+001  0.558000E+001 -0.166798E-002 -0.198906E-002  0.259587E-002
 -0.500000E+001 -0.500000E+001  0.560000E+001 -0.549105E-003 -0.287937E-002  0.293126E-002
 -0.500000E+001 -0.500000E+001  0.562000E+001  0.894016E-003 -0.283895E-002  0.297639E-002
 -0.500000E+001 -0.500000E+001  0.564000E+001  0.197768E-002 -0.197835E-002  0.279734E-002
 -0.500000E+001 -0.500000E+001  0.566000E+001  0.233741E-002 -0.760082E-003  0.245789E-002
 -0.500000E+001 -0.500000E+001  0.568000E+001  0.199139E-002  0.310474E-003  0.201544E-002
 -0.500000E+001 -0.500000E+001  0.570000E+001  0.122379E-002  0.901259E-003  0.151985E-002
 -0.500000E+001 -0.500000E+001  0.572000E+001  0.405400E-003  0.930968E-003  0.101541E-002
 -0.500000E+001 -0.500000E+001  0.574000E+001 -0.160104E-003  0.532115E-003  0.555679E-003
 -0.500000E+001 -0.500000E+001  0.576000E+001 -0.321021E-003 -0.469528E-004  0.324436E-003
 -0.500000E+001 -0.500000E+001  0.578000E+001 -0.898132E-004 -0.549028E-003  0.556325E-003
 -0.500000E+001 -0.500000E+001  0.580000E+001  0.397700E-003 -0.788581E-003  0.883191E-003
 -0.500000E+001 -0.500000E+001  0.582000E+001  0.947237E-003 -0.690694E-003  0.117231E-002
 -0.500000E+001 -0.500000E+001  0.584000E+001  0.135603E-002 -0.289849E-003  0.138666E-002
 -0.500000E+001 -0.500000E+001  0.586000E+001 -0.235012E-002  0.299792E-003  0.236916E-002
 -0.500000E+001 -0.500000E+001  0.588000E+001 -0.343697E-002  0.166847E-003  0.344101E-002
 -0.500000E+001 -0.500000E+001  0.590000E+001  0.336987E-002 -0.103576E-002  0.352546E-002
 -0.500000E+001 -0.500000E+001  0.592000E+001  0.232153E-002  0.378154E-002  0.443729E-002
 -0.500000E+001 -0.500000E+001  0.594000E+001 -0.160802E-002  0.370199E-002  0.403615E-002
 -0.500000E+001 -0.500000E+001  0.596000E+001 -0.283369E-002  0.994155E-003  0.300302E-002
 -0.500000E+001 -0.500000E+001  0.598000E+001 -0.163764E-002 -0.729524E-003  0.179278E-002
 -0.500000E+001 -0.500000E+001  0.600000E+001 -0.237810E-003 -0.608783E-003  0.653583E-003
